co_art,Modelo,Descripción,Sub-Línea,Marca,P1 C/IVA,P2 C/IVA,DSP
801374,KES010OHOBW,COLADOR KITCHENAID MANG/NEGRO ACERO,UTENSILIOS DE COCINA,KITCHENAID,"24,99","0,00",9
801391,BTV4PBE,TOSTADORA BACCO 4 REB 6 NIVELES VINTAGE BEIGE,TOSTADORAS,BACCO,"69,99","0,00",1
801400,KSB1325BM,LICUADORA KITCHENAID 3 VEL 1.4 LTS 675W NEGRO,LICUADORAS,KITCHENAID,"299,99","179,99",1
801405,GCSTBV4119013,PLANCHA SECA OSTER CLASICA,PLANCHA DE ROPA,OSTER,"49,99","0,00",6
801406,VI24461,VASO D/VIDRIO OSTER COMTEMP/LICUA,MENORES,OSTER,"9,99","0,00",36
801409,PS62515RY,BATIDORA DE MANO PROCTOR SILEX 5 VELOC 125W BLANCO,BATIDORAS,PROCTOR SILEX,"34,99","0,00",4
801413,11218,OLLA D/PRESION MAGEFESA 6 LTS ASTRA ACERO,OLLAS,MAGEFESA,"179,99","0,00",1
801420,31162,JGO D/CUBIERTOS MAGEFESA 24 PZAS MOD480,UTENSILIOS DE COCINA,MAGEFESA,"119,99","0,00",3
801421,31151,JGO D/CUBIERTOS MAGEFESA 16 PZAS MOD480,UTENSILIOS DE COCINA,MAGEFESA,"79,99","0,00",4
801422,CC21589,TABLA D/CORTAR CHEFCRAFT DE BAMBU 25X32 CM,UTENSILIOS DE COCINA,GENERICO,"14,99","0,00",1
801424,CC20978,SET CUCHARAS MEDIDORAS CHEFCRAFT,UTENSILIOS DE COCINA,GENERICO,"9,99","0,00",3
801431,KHBV53OB,BATIDORA DE INMERSION KITCHENAID 2 VELOC NEGRO,BATIDORAS,KITCHENAID,"119,99","69,99",1
801435,KSMPEXTA,ACCESORIO P/BATIDORA KITCHENAID PRENSA PARA PASTA CORTA,AYUDANTES DE COCINA,KITCHENAID,"289,99","174,99",1
801438,BLV15LGR,LICUADORA BACCO 2 VEL+PULSO 1.5 LTS 500W VINTAGE VERDE,LICUADORAS,BACCO,"79,99","0,00",4
801450,SM50R,BATIDORA DE PEDESTAL CUISINART 5.5 LTS BOWL ROJO,BATIDORAS,CUISINART,"614,99","369,99",1
801497,PS80300,MOLINO D/CAFE PROCTOR SILEX 150W NEGRO,CAFETERAS,PROCTOR SILEX,"19,99","0,00",15
801510,L110,ELEMENTO FILT CHARGER 10 MIC CELULOSA,FILTROS P/RAPIDO,CHARGER,"24,99","0,00",2
801515,BIGHOME,CARTUCHO 2 ETAPAS CHARGER BIG HOME C/FILTRO AZUL,FILTROS P/RAPIDO,CHARGER,"669,99","399,99",1
801526,CWQF1,"FILTRO D/AGUA CW C/ELEM FILT 10"" 5 MIC DOB/ACCION",FILTROS P/RAPIDO,CRISTAL WATER,"60,00","0,00",6
801527,CWQF2,"FILTRO D/AGUA CW C/ELEM FILT 10"" 5 MIC DOB/FILTRADO",FILTROS P/RAPIDO,CRISTAL WATER,"99,99","0,00",8
801528,CWQF2FS,"FILTRO D/AGUA CW C/ELEM FILT 10"" 5 MIC DOB/FILTRADO",FILTROS P/RAPIDO,CRISTAL WATER,"114,99","0,00",8
801529,CWQF3,"FILTRO D/AGUA CW C/ELEM FILT 10"" 5 MIC TRIP/FILTRADO",FILTROS P/RAPIDO,CRISTAL WATER,"149,99","89,99",7
801530,CWQEPP20,"ELEMENTO FILT CW 10"" 20 MIC CAMB/RAP",FILTROS P/RAPIDO,CRISTAL WATER,"14,99","0,00",2
801531,CWQEPP5,"ELEMENTO FILT CW 10"" 5 MIC CAMB/RAP",FILTROS P/RAPIDO,CRISTAL WATER,"14,99","0,00",1
801532,CWQEPPCB,"ELEMENTO FILT CW 10"" 5 MIC CAMB/RAP",FILTROS P/RAPIDO,CRISTAL WATER,"24,99","0,00",9
801533,CWQECP,"ELEMENTO FILT CW 10"" 5 MIC CAMB/RAP",FILTROS P/RAPIDO,CRISTAL WATER,"29,99","0,00",4
801534,CWQECPS,"ELEMENTO FILT CW 10"" 5 MIC CAMB/RAP",FILTROS P/RAPIDO,CRISTAL WATER,"29,99","0,00",3
801549,AFO46894BKSS,HORNO FREIDOR D/AIRE KALORIK 12 LTS PLATEADO,HORNOS DE MESA,KALORIK,"209,99","124,99",1
801570,CWE10CBP1,"ELEMENTO FILT CW 10"" 1 MIC ENT GRAL CARB/BLOCK PLAT/COL",FILTROS P/RAPIDO,CRISTAL WATER,"19,99","0,00",11
801588,FC1000NA,CEPILLO DE LIMPIEZA FACIAL ROTATIVO REMINGTON BLANCO,CUIDADO PERSONAL,REMINGTON,"69,99","0,00",4
801593,KES117OHOBW,CUCHARA D/HELADO KITCHENAID MANG/NEGRO ACERO,UTENSILIOS DE COCINA,KITCHENAID,"24,99","0,00",9
801594,KES113OHOBW,RUEDA D/PIZZA KITCHENAID MANG/NEGRO ACERO,UTENSILIOS DE COCINA,KITCHENAID,"29,99","0,00",13
801598,KO730OHERA,CUCHARA/ESPATULA D/COCINA KITCHENAID SILICONE MADERA CEREZO,UTENSILIOS DE COCINA,KITCHENAID,"14,99","0,00",10
801605,KE008OHERA,MACHACADOR KITCHENAID MANG/ROJO ACERO,UTENSILIOS DE COCINA,KITCHENAID,"19,99","0,00",4
801606,KE117OHERA,CUCHARA D/HELADO KITCHENAID MANG/ROJO ACERO,UTENSILIOS DE COCINA,KITCHENAID,"24,99","0,00",14
801607,KE113OHERA,RUEDA D/PIZZA KITCHENAID MANG/ROJO ACERO,UTENSILIOS DE COCINA,KITCHENAID,"29,99","0,00",5
801611,KES003OHOBW,CUCHARA D/COCINA KITCHENAID MANG/NEGRO NYLON,UTENSILIOS DE COCINA,KITCHENAID,"19,99","0,00",6
801612,KES004OHOBW,CUCHARA D/COCINA KITCHENAID RANURADA MANG/NEGRO NYLON,UTENSILIOS DE COCINA,KITCHENAID,"14,99","0,00",2
801632,KSB1325DG,LICUADORA KITCHENAID 3 VEL 1.4 LTS 675W PLATEADO,LICUADORAS,KITCHENAID,"319,99","189,99",1
801635,COHC108RDG,CORTADORA DE CABELLO CONAIR 10 PZAS,CUIDADO PERSONAL,CONAIR,"34,99","0,00",8
801645,HM45,BATIDORA DE MANO BRENTWOOD 5 VELOC 150W BLANCO,BATIDORAS,BRENTWOOD,"29,99","0,00",3
801646,SM1153B,BATIDORA DE PEDESTAL BRENTWOOD 2.8 LTS BOWL NEGRO,BATIDORAS,BRENTWOOD,"74,99","0,00",7
801647,TS117S,CAFETERA TURCA BRENTWOOD 4 TZAS,CAFETERAS,BRENTWOOD,"34,99","0,00",18
801653,SK45,SARTEN ELECT BRENTWOOD 650W,MENORES,BRENTWOOD,"29,99","0,00",5
801654,SM1200B,SHAKE MIXER DE FRUTAS BRENTWOOD 100W,BATIDORAS,BRENTWOOD,"34,99","0,00",9
801659,49615,CAFETERA PROG HAMILTON BEACH 12 TZAS 220V C/RELOJ NEGRO,CAFETERAS,HAMILTON,"34,99","0,00",11
801667,CI41T1,RIZADOR Y ALISADOR P/CABELLO REMINGTON PROF 2 EN 1 NEGRO,CUIDADO PERSONAL,REMINGTON,"69,99","39,99",1
801669,EC300B,KIT PARA PESTAÑAS Y CEJAS CON RIZADOR REMINGTON BLANCO,CUIDADO PERSONAL,REMINGTON,"29,99","0,00",1
801686,S742063,CANDADO TSA CON CLIP AMARILLO,MENORES,GENERICO,"19,99","0,00",2
801687,S742057,CANDADO TSA 4 DIG DE ZING NEGRO,MENORES,GENERICO,"19,99","10,99",3
801692,JXBUFS03,KIT GE CONVERTIDOR DE GAS ACCESORIO,MENORES,GE,"34,99","0,00",6
801709,100692009,BANDEJA P/HORNEAR COOKING CONCEPTS 33.02X22.86 CM,OLLAS,COOKINGCONCEPTS,"14,99","0,00",1
801711,100662008,BANDEJA P/HORNEAR COOKING CONCEPTS 20 CM REDONDO,OLLAS,COOKINGCONCEPTS,"14,99","0,00",1
801722,CWE10PP50,"ELEMENTO FILT CW 10"" 50 MIC POLI/PLEG",FILTROS P/RAPIDO,CRISTAL WATER,"14,99","0,00",6
801726,69155,ROSTIZADOR DE PIMIENTOS BROIL KING,MENORES,BROILKING,"39,99","0,00",6
801727,61138,TERMOMETRO MINI BROIL KING,MENORES,BROILKING,"34,99","0,00",4
801728,11070,PINCHOS DE BAMBU BROILKING,UTENSILIOS DE COCINA,BROILKING,"4,99","0,00",1
801729,60934,LAMPARA DE PARRILLA BROIL KING,MENORES,BROILKING,"24,99","0,00",8
801732,13975,TERMOMETRO BLUETOOTH BROILKING,MENORES,BROILKING,"89,99","0,00",1
801736,60185,CAJA PARA AHUMAR BROILKING,MENORES,BROILKING,"29,99","0,00",2
801739,64152,RACK PARA ALITAS BROILKING,MENORES,BROILKING,"39,99","0,00",2
801740,64312,PINZAS DE PARRILLA BROILKING 3 PZAS,UTENSILIOS DE COCINA,BROILKING,"59,99","0,00",6
801741,62479,KIT PARA HAMBURGUESAS BROILKING,MENORES,BROILKING,"24,99","0,00",3
801746,69122,PLANCHA P/PARRILLA BROILKING 38X17 CM ESTRECHA ACERO,OLLAS,BROILKING,"69,99","0,00",6
801747,64013,BROCHA P/PARRILLA BROILKING SILICONE,UTENSILIOS DE COCINA,BROILKING,"19,99","0,00",1
801750,63105,BANDEJA P/PARRILLA BROILKING 34X24 CM ACERO,OLLAS,BROILKING,"54,99","0,00",4
801752,64030,ESPATULA P/PARRILLA BROILKING BARON,UTENSILIOS DE COCINA,BROILKING,"29,99","0,00",4
801753,65643,CEPILLO P/PARRILA BROILKING CERDAS RETORCIDAS AZUL,UTENSILIOS DE COCINA,BROILKING,"39,99","0,00",1
801754,64075,TRITURADOR ELECT BROILKING PARA CARNE,MENORES,BROILKING,"49,99","0,00",6
801756,60975,DELANTAL PARRILLERO BROILKING NEGRO,MENORES,BROILKING,"49,99","0,00",9
801757,69720,BANDEJA P/PARRILLA BROILKING 40X27 CM ACERO,OLLAS,BROILKING,"54,99","0,00",2
801758,64001,KIT DE ACCESORIOS PORTACHEF BROILKING,UTENSILIOS DE COCINA,BROILKING,"154,99","0,00",7
801759,69712,BANDEJA P/PARRILLA BROILKING 45X33 CM ACERO,OLLAS,BROILKING,"119,99","0,00",7
801760,65070,CESTA DE PARRILLA BROILKING,MENORES,BROILKING,"49,99","0,00",3
801761,62602,RACK PARA COSTILLAS BROILKING,MENORES,BROILKING,"79,99","0,00",6
801764,69615,ROSTIZADOR D/COSTILLAS BROILKING 43X18 CM NEGRO,OLLAS,BROILKING,"149,99","0,00",2
801765,50975,CONDIMENTO DE ESPECIES BBQ BROIL KING,MENORES,BROILKING,"19,99","0,00",6
801766,69816,KIT DE PIZZA P/PARRILLA BROILKING 33 CM ACERO,OLLAS,BROILKING,"149,99","0,00",10
801767,64233,RACK PARA PINCHOS BROILKING,MENORES,BROILKING,"49,99","0,00",1
801768,69824,ROSTIZADOR D/POLLO BROILKING 33 CM ACERO,OLLAS,BROILKING,"74,99","0,00",5
801770,KN456BXOBI,JGO D/UTENSILIOS Y MEDIDORES KITCHENAID P/HORNEAR GOURMET,UTENSILIOS DE COCINA,KITCHENAID,"104,99","0,00",3
801781,KSM2FPA,ACCESORIO P/BATIDORA KITCHENAID PROC DE ALIMENTOS,AYUDANTES DE COCINA,KITCHENAID,"284,99","169,99",2
801786,DCC1200P1,CAFETERA PROG CUISINART 12 TZAS PLATEADO,CAFETERAS,CUISINART,"219,99","129,99",5
801787,CWO25,DESTAPADOR ELECT D/VINO CUISINART INALAMB ACERO,MENORES,CUISINART,"69,99","0,00",3
801791,CWO50,DESTAPADOR ELECT D/BOTELLAS CUISINART INALAMB NEGRO,MENORES,CUISINART,"94,99","0,00",3
801804,KHM512AQ,BATIDORA DE MANO KITCHENAID 5 VELOC 250W AGUAMARINA,BATIDORAS,KITCHENAID,"119,99","0,00",1
801807,KSB1325PA,LICUADORA KITCHENAID 3 VEL 1.4 LTS 675W ROJO,LICUADORAS,KITCHENAID,"299,99","179,99",1
801810,ZFCALENTADOR,"FILTRO D/AGUA ZOWA C/ELEM FILT 10"" 5 MIC P/CALENTADOR",FILTROS P/RAPIDO,ZOWA,"74,99","0,00",1
801811,ZFLAVADORA,"FILTRO D/AGUA ZOWA C/ELEM FILT 10"" 5 MIC P/LAVADORA",FILTROS P/RAPIDO,ZOWA,"54,99","0,00",3
801812,ZFDUCHA10,"FILTRO D/AGUA ZOWA C/ELEM FILT 10"" 5 MIC P/DUCHA",FILTROS P/RAPIDO,ZOWA,"59,99","0,00",4
801813,ZFHIDROJET,"FILTRO D/AGUA ZOWA C/ELEM FILT 10"" 5 MIC P/HIDROJECT",FILTROS P/RAPIDO,ZOWA,"54,99","0,00",1
801814,ZFJACU,"FILTRO D/AGUA ZOWA C/ELEM FILT 10"" 5 MIC P/JACUZZI",FILTROS P/RAPIDO,ZOWA,"39,99","0,00",1
801815,ZFLAVAMANOS,"FILTRO D/AGUA ZOWA C/ELEM FILT 10"" 5 MIC P/LAVAMANOS",FILTROS P/RAPIDO,ZOWA,"74,99","0,00",1
801816,ZFTANQUE,"FILTRO D/AGUA ZOWA C/ELEM FILT 10"" 5 MIC P/TANQUE",FILTROS P/RAPIDO,ZOWA,"54,99","0,00",1
801817,ZPCOCIBASICO,SISTEMA D/PURIF ZOWA DOB/ACCION COCI/BASIC,FILTROS P/RAPIDO,ZOWA,"99,99","0,00",1
801818,ZPNEVBASICO,SISTEMA D/PURIF ZOWA DOB/ACCION NEV/BASIC,FILTROS P/RAPIDO,ZOWA,"94,99","0,00",2
801822,ZPCOCISUPUVM,SISTEMA D/PURIF ZOWA 2 ETP COCI/SUPERIOR UV,FILTROS P/RAPIDO,ZOWA,"374,99","0,00",1
801823,ZPNEVPREMIUM,SISTEMA D/PURIF ZOWA 3 ETP NEV/PREMIUM,FILTROS P/RAPIDO,ZOWA,"229,99","0,00",2
801824,ZPCOCIPREMIUM,SISTEMA D/PURIF ZOWA 3 ETP COCI/PREMIUM,FILTROS P/RAPIDO,ZOWA,"294,99","0,00",1
801825,ZPNEVULTRA,SISTEMA D/PURIF ZOWA 3 ETP NEV/ULTRA,FILTROS P/RAPIDO,ZOWA,"294,99","0,00",2
801826,ZPCOCIULTUVM,SISTEMA D/PURIF ZOWA 3 ETP COCI/ULTRA UV,FILTROS P/RAPIDO,ZOWA,"414,99","0,00",1
801827,ROBASICO,SISTEMA D/OSMOSIS INVERSA ZOWA 4 ETP S/BOMBA BASIC,FILTROS P/RAPIDO,ZOWA,"399,99","0,00",2
801830,ROULTRA,SISTEMA D/OSMOSIS INVERSA ZOWA 8 ETP C/BOMBA UV ULTRA,FILTROS P/RAPIDO,ZOWA,"839,99","0,00",2
801831,BBSIM10,"FILTRO D/AGUA ZOWA 1 EST 10"" / 4.5"" FULL HOUSE",FILTROS P/RAPIDO,ZOWA,"159,99","94,99",1
801832,BBDOB10,"FILTRO D/AGUA ZOWA 2 EST 10"" / 4.5"" FULL HOUSE",FILTROS P/RAPIDO,ZOWA,"314,99","179,99",1
801833,TLC1,FILTRO D/AGUA ZOWA 1 EST FULL HOUSE,FILTROS P/RAPIDO,ZOWA,"134,99","0,00",3
801834,TLC2,FILTRO D/AGUA ZOWA 2 EST FULL HOUSE,FILTROS P/RAPIDO,ZOWA,"254,99","149,99",2
801835,TLC3,FILTRO D/AGUA ZOWA 3 EST FULL HOUSE,FILTROS P/RAPIDO,ZOWA,"324,99","194,99",1
801836,BBSIM20,"FILTRO D/AGUA ZOWA 1 EST 20"" / 4.5"" FULL HOUSE",FILTROS P/RAPIDO,ZOWA,"219,99","129,99",2
801837,BBDOB20,"FILTRO D/AGUA ZOWA 2 EST 20"" / 4.5"" FULL HOUSE",FILTROS P/RAPIDO,ZOWA,"439,99","259,99",1
801838,ZT33,"CARTUCHO CARBON ACT EN LINEA ZOWA 10""",FILTROS P/RAPIDO,ZOWA,"14,99","0,00",7
801841,ZT33T1,"CARTUCHO MINERALIZADOR EN LINEA ZOWA 10""",FILTROS P/RAPIDO,ZOWA,"14,99","0,00",7
801844,ZCLAV10,"CARTUCHO LAVABLE ZOWA 10"" / 2.5""",FILTROS P/RAPIDO,ZOWA,"19,99","0,00",1
801845,JP10,"CARTUCHO DOBLE ACCION ZOWA 10""",FILTROS P/RAPIDO,ZOWA,"14,99","0,00",2
801846,ZCDES10,"CARTUCHO PRE DESBARRADOR ZOWA 10"" / 2.5""",FILTROS P/RAPIDO,ZOWA,"19,99","0,00",2
801849,ZCALC10,"CARTUCHO ALCALINIZADOR ZOWA 10"" / 2.5""",FILTROS P/RAPIDO,ZOWA,"24,99","0,00",4
801850,ZCMIN10,"CARTUCHO MINERALIZADOR INFRAROJO ZOWA 10"" / 2.5""",FILTROS P/RAPIDO,ZOWA,"14,99","0,00",1
801851,ZCSILI10,"CARTUCHO SILIPHOS ZOWA 10"" / 2.5""",FILTROS P/RAPIDO,ZOWA,"14,99","0,00",1
801852,ZC5MIC20,"CARTUCHO CELULOSA ZOWA 20"" / 2.5"" 5 MIC",FILTROS P/RAPIDO,ZOWA,"19,99","0,00",4
801853,ZCLAV20,"CARTUCHO LAVABLE ZOWA 20"" / 2.5""",FILTROS P/RAPIDO,ZOWA,"39,99","0,00",1
801854,JL20,"CARTUCHO LAVABLE ZOWA 20"" / 4.5""",FILTROS P/RAPIDO,ZOWA,"54,99","0,00",3
801856,JC50MIC,"CARTUCHO JUMBO CELULOSA ZOWA 20"" / 4.5"" 50 MIC",FILTROS P/RAPIDO,ZOWA,"39,99","0,00",4
801863,HM50,BATIDORA DE MANO CUISINART 5 VELOC 250W BLANCO,BATIDORAS,CUISINART,"94,99","0,00",11
801864,KFS1W,PESO DIGITAL CUISINART 5 KG REDONDO NEGRO,PESOS Y BALANZAS,CUISINART,"94,99","0,00",1
801876,OZAMBIENTE,PLANTA D/OZONO ZOWA AMBIENTE INCLUYE TIMER NEGRO,FILTROS P/RAPIDO,ZOWA,"284,99","169,99",1
801877,OZBURBUJEO,PLANTA D/OZONO ZOWA BURBUJEO BLANCO,FILTROS P/RAPIDO,ZOWA,"284,99","169,99",1
801880,OZMPBL,PLANTA D/OZONO ZOWA MINI BLANCO,FILTROS P/RAPIDO,ZOWA,"284,99","169,99",1
801890,60938,LUZ P/PARRILLA DE LUJO BROILKING,MENORES,BROILKING,"79,99","0,00",4
801897,80119545,JGO D/OLLAS TRAMONTINA 18 PZAS PRIMAWARE ANTIADH GRIS,OLLAS,TRAMONTINA,"314,99","179,99",1
801909,26403,CAFETERA GRECA MEGEFESA 6 TZAS GENOVA ACERO,CAFETERAS,MAGEFESA,"74,99","0,00",1
801910,26405,CAFETERA GRECA MEGEFESA 10 TZAS GENOVA ACERO,CAFETERAS,MAGEFESA,"89,99","0,00",1
801915,ZFENFRIADOR,SISTEMA D/PURIF ZOWA 2 ETP ENFR/SUPERIOR,FILTROS P/RAPIDO,ZOWA,"169,99","0,00",3
801950,BBSB,CAFETERA Y LECHERA BACCO NEGRO,CAFETERAS,BACCO,"169,99","99,99",1
801953,BEJLS,EXTRACTOR D/JUGO BACCO 1 LTS ACERO,EXPRIMIDORES,BACCO,"299,99","179,99",3
801956,85024,TORTERA DESMONTABLE GUARDINI 24 CM,UTENSILIOS DE COCINA,GENERICO,"34,99","0,00",1
801957,85030,TORTERA DESMONTABLE GUARDINI 30 CM,UTENSILIOS DE COCINA,GENERICO,"39,99","0,00",1
801964,HH09198001C,SARTEN ELECT HOLSTEIN 1.400W NEGRO,MENORES,HOLSTEIN,"49,99","0,00",2
801970,KCM1208DG,CAFETERA PROG KITCHENAID 12 TZAS PANT LED GRIS,CAFETERAS,KITCHENAID,"269,99","159,99",1
802011,BLSTBESTE013,LICUADORA OSTER 1 VEL 1.25 LTS 1.000W V/VIDR NEGRO,LICUADORAS,OSTER,"169,99","99,99",26
802012,BLSTXPN7002013,LICUADORA OSTER PERSONAL 1 VEL 1 LTS 1.200W V/PLAST NEGRO,LICUADORAS,OSTER,"269,99","159,99",1
802021,15551,SARTEN MAGEFESA 16 CM PRACTIX ALUM/ANODIZ,OLLAS,MAGEFESA,"34,99","0,00",8
802022,15559,PLANCHA LISA D/COCINA MAGEFESA 27 CM PRACTIX ALUM/ANODIZ,OLLAS,MAGEFESA,"54,99","0,00",11
802039,NBL43216BK,LICUADORA KALORIK PERSONAL 3 VEL 8 PZAS NEG/ACE,LICUADORAS,KALORIK,"134,99","0,00",1
802044,BVSTDC05,CAFETERA ELECT OSTER 5 TZAS C/FILTRO PERMANENTE NEGRO,CAFETERAS,OSTER,"44,99","0,00",2
802048,110700138AZUL,JGO D/CUBIERTOS GUZZINI 24 PZAS AZUL,UTENSILIOS DE COCINA,GUZZINI,"119,99","0,00",1
802055,EKS44366BK,BALANZA DE COCINA DIGITAL 5KG NEGRO,PESOS Y BALANZAS,GENERICO,"24,99","0,00",4
802064,BLSTXPN7003,LICUADORA OSTER PERSONAL 1 VEL 1 LTS 1.200W 2 V/PLAST NEGRO,LICUADORAS,OSTER,"299,99","179,99",3
802065,WG1202PH,TRITURADOR D/DESPERDICIO WHIRLPOOL 1/2 HP 1.725 RPM AC/NEG,MENORES,WHIRLPOOL,"414,99","249,99",19
802075,A19W2265411,BOMBILLO WIZ A19 WHITE/LUZ CAL A FRIA WIFI 784997,BOMBILLOS,WIZ,"39,99","0,00",11
802076,A19C2265611,BOMBILLO WIZ A19 COLOR/LUZ CAL A FRIA Y COLOR WIFI 785017,BOMBILLOS,WIZ,"49,99","0,00",12
802077,A19T2265641,BOMBILLO TRIPACK WIZ A19 CO/LUZ CAL A FRIA Y COL WIFI 785451,BOMBILLOS,WIZ,"119,99","0,00",4
802078,A19V2265911,BOMBILLO WIZ A19 VINTA/LUZ CAL WIFI 785055,BOMBILLOS,WIZ,"39,99","0,00",4
802079,ST19V2266311,BOMBILLO WIZ ST19 VINTA EST PERA/LUZ CAL WIFI 785093,BOMBILLOS,WIZ,"39,99","0,00",2
802080,G25V2266111,BOMBILLO WIZ G25 VINTA EST GLOBO/LUZ CAL WIFI 785130,BOMBILLOS,WIZ,"39,99","0,00",4
802081,PL6W2560712,"PANEL LED WIZ REDON EMPO/ LUZ CALI A FRIA WIFI 6"" 550773",BOMBILLOS,WIZ,"49,99","0,00",4
802082,GU10C2447212,REFLECTOR DICROICO WIZ GU10/ LUZ CAL A FRIA/COLOR CONT WIFI,BOMBILLOS,WIZ,"54,99","0,00",6
802083,K45SSWH,BATIDORA DE PEDESTAL KITCHENAID CLASSIC 4.5 LTS BOWL 275W BL,BATIDORAS,KITCHENAID,"584,99","349,99",2
802121,3512664762,SARTEN STONE 20 CM GRANITO 2 MANGOS ANTIADHERENTE,OLLAS,STONE,"34,99","0,00",1
802122,3512662676,SARTEN STONE 24 CM GRANITO 2 MANGOS ANTIADHERENTE,OLLAS,STONE,"39,99","0,00",1
802171,31003,JGO D/CUBIERTOS MAGEFESA 24 PZAS PARIS,UTENSILIOS DE COCINA,MAGEFESA,"74,99","0,00",3
802177,26600,LECHERO MAGEFESA 14 CM ACERO,OLLAS,MAGEFESA,"49,99","0,00",3
802180,ABS01,ASPIRADORA D/TANQUE SPIN ELECTROLUX 1.200W PURPURA,ASPIRADORAS,ELECTROLUX,"149,90","89,99",10
802189,WI4BQ02AMNF,BARBECUE/GRILL TOGNANA RECTANGULAR CERO HUMO 30X52CM,OLLAS,TOGNANA,"134,99","0,00",1
802230,SYP30,SARTEN ELECT SUJOYA MULTIFUNCION 30 CM 1.500W NEGRO,MENORES,SUJOYA,"34,99","0,00",1
802236,GCSTBS5003,PLANCHA A VAPOR OSTER C/ROCIADOR ANTIADH LILA,PLANCHA DE ROPA,OSTER,"29,99","0,00",25
802237,GCSTBS5004,PLANCHA A VAPOR OSTER C/ROCIADOR ANTIADH ROJO,PLANCHA DE ROPA,OSTER,"29,99","0,00",30
802239,TSSTTV7030,HORNO TOSTADOR OSTER 30 LTS NEGRO,HORNOS DE MESA,OSTER,"229,99","134,99",2
802278,HM50BK,BATIDORA DE MANO CUISINART 5 VELOC 250W NEGRO,BATIDORAS,CUISINART,"109,99","0,00",3
802280,SM50BC,BATIDORA DE PEDESTAL CUISINART 5.5 LTS BOWL PLATEADO,BATIDORAS,CUISINART,"614,99","369,99",1
802288,CWF10INLINE,"FILTRO D/AGUA CW 10"" 5 MIC DOB/ACCION IN LINE",FILTROS P/RAPIDO,CRISTAL WATER,"29,99","0,00",8
802289,CWF10SDCBP1,"FILTRO D/AGUA CW C/ELEM FILT 10"" 5 MIC PLAT/COL E10CBP1",FILTROS P/RAPIDO,CRISTAL WATER,"49,98","0,00",4
802290,CWE10125,"ELEMENTO FILT CW 10"" 25 MIC POLIP/RANURADO",FILTROS P/RAPIDO,CRISTAL WATER,"9,99","0,00",8
802292,60974,GUANTE ANTIRRESBALANTE BROILKING NEG 60974,MENORES,BROILKING,"29,99","0,00",11
802293,61935,TERMOMETRO DE MESA LATERAL BROILKING 61935,MENORES,BROILKING,"109,99","0,00",3
802294,61825,TERMOMETRO DE LECTURA INSTAN BROIL KING 61825,MENORES,BROILKING,"54,99","0,00",1
802295,64003,JGO D/UTENSILIOS BROILKING 4 PZAS BARON,UTENSILIOS DE COCINA,BROILKING,"89,99","0,00",4
802296,64004,JGO D/UTENSILIOS BROILKING 4 PZAS IMPERIAL,UTENSILIOS DE COCINA,BROILKING,"114,99","0,00",9
802297,64031,ESPATULA P/PARRILLA BROILKING,UTENSILIOS DE COCINA,BROILKING,"24,99","0,00",9
802298,64032,"PINZA BROILKING BARON 16"" ACERO",UTENSILIOS DE COCINA,BROILKING,"24,99","0,00",1
802299,64036,"PINZA D/PRECISION BROILKING BARON 12"" ACERO",UTENSILIOS DE COCINA,BROILKING,"19,99","0,00",2
802300,64037,"PINZA D/PRECISION BROILKING BARON 16"" ACERO",UTENSILIOS DE COCINA,BROILKING,"24,99","0,00",6
802304,65648,CEPILLO P/PARRILA BROILKING CERDAS RETORCIDAS DORADO,UTENSILIOS DE COCINA,BROILKING,"39,99","0,00",4
802305,990616,VASO TERMICO BROILKING 20 OZ NEG,MENORES,BROILKING,"54,99","0,00",9
802306,64935,JGO D/CUCHILLOS BROILKING 4 PZAS P/CARNE,UTENSILIOS DE COCINA,BROILKING,"79,99","0,00",4
802307,HH09200002B,BATIDORA DE MANO Y PEDESTAL HOLSTEIN 5 VELOC 2.5 LTS BOWL NG,BATIDORAS,HOLSTEIN,"59,99","0,00",1
802327,WS758F4SPHA,PANEL D/FUSION RECTANGULAR TOGNANA SPHERA,OLLAS,TOGNANA,"319,99","189,99",1
802330,W9558C2ITAL,TAPA D/CRISTAL TOGNANA 16 CM ITALIKA PREMIUM,OLLAS,TOGNANA,"44,99","0,00",1
802354,KSM2CB5BGS,BOWL D/CERAMICA KITCHENAID P/BATIDORAS 4.7 LTS,MENORES,KITCHENAID,"214,99","129,99",1
802355,CWE10CAC,"ELEMENTO FILT CW 10"" TRANSP CARB/ACTIVADO",FILTROS P/RAPIDO,CRISTAL WATER,"29,99","0,00",12
802356,ZPIW10CK,CARTUCHO DOBLE ACCION ZOWA NEVERA C/KIT,FILTROS P/RAPIDO,ZOWA,"29,99","0,00",2
802371,BG30114BK,CACEROLA BERGNER 20 CM ALUM FUND C/TAP VDRO CHROMA,OLLAS,BERGNER,"59,99","0,00",3
802381,BG30593BK,CACEROLA BERGNER 20 CM ALUM FORJ C/TAP VDRO,OLLAS,BERGNER,"54,99","0,00",1
802409,11102,OLLA D/PRESION MAGEFESA 8 LTS STAR BOMBEADA,OLLAS,MAGEFESA,"209,99","124,99",2
802410,NES215,ASPIRADORA CABLEADA EUREKA 3 EN 1 BLAZE 240W,ASPIRADORAS,EUREKA,"59,99","0,00",2
